D:\IMG\center_2020_09_12_16_43_11_385.jpg,D:\IMG\left_2020_09_12_16_43_11_385.jpg,D:\IMG\right_2020_09_12_16_43_11_385.jpg,0,0.3110067,0,3.06361
D:\IMG\center_2020_09_12_16_43_11_462.jpg,D:\IMG\left_2020_09_12_16_43_11_462.jpg,D:\IMG\right_2020_09_12_16_43_11_462.jpg,0,0.539928,0,3.498311
D:\IMG\center_2020_09_12_16_43_11_539.jpg,D:\IMG\left_2020_09_12_16_43_11_539.jpg,D:\IMG\right_2020_09_12_16_43_11_539.jpg,0,0.8073045,0,4.14181
D:\IMG\center_2020_09_12_16_43_11_613.jpg,D:\IMG\left_2020_09_12_16_43_11_613.jpg,D:\IMG\right_2020_09_12_16_43_11_613.jpg,0,1,0,4.997946
D:\IMG\center_2020_09_12_16_43_11_688.jpg,D:\IMG\left_2020_09_12_16_43_11_688.jpg,D:\IMG\right_2020_09_12_16_43_11_688.jpg,0,1,0,5.923687
D:\IMG\center_2020_09_12_16_43_11_762.jpg,D:\IMG\left_2020_09_12_16_43_11_762.jpg,D:\IMG\right_2020_09_12_16_43_11_762.jpg,0,1,0,6.613304
D:\IMG\center_2020_09_12_16_43_11_837.jpg,D:\IMG\left_2020_09_12_16_43_11_837.jpg,D:\IMG\right_2020_09_12_16_43_11_837.jpg,0,1,0,7.52653
D:\IMG\center_2020_09_12_16_43_11_913.jpg,D:\IMG\left_2020_09_12_16_43_11_913.jpg,D:\IMG\right_2020_09_12_16_43_11_913.jpg,0,1,0,8.432669
D:\IMG\center_2020_09_12_16_43_11_989.jpg,D:\IMG\left_2020_09_12_16_43_11_989.jpg,D:\IMG\right_2020_09_12_16_43_11_989.jpg,0,1,0,9.331727
D:\IMG\center_2020_09_12_16_43_12_064.jpg,D:\IMG\left_2020_09_12_16_43_12_064.jpg,D:\IMG\right_2020_09_12_16_43_12_064.jpg,0,1,0,10.00139
D:\IMG\center_2020_09_12_16_43_12_140.jpg,D:\IMG\left_2020_09_12_16_43_12_140.jpg,D:\IMG\right_2020_09_12_16_43_12_140.jpg,0,1,0,10.8881
D:\IMG\center_2020_09_12_16_43_12_213.jpg,D:\IMG\left_2020_09_12_16_43_12_213.jpg,D:\IMG\right_2020_09_12_16_43_12_213.jpg,0,1,0,11.60429
D:\IMG\center_2020_09_12_16_43_12_289.jpg,D:\IMG\left_2020_09_12_16_43_12_289.jpg,D:\IMG\right_2020_09_12_16_43_12_289.jpg,0,1,0,12.62311
D:\IMG\center_2020_09_12_16_43_12_369.jpg,D:\IMG\left_2020_09_12_16_43_12_369.jpg,D:\IMG\right_2020_09_12_16_43_12_369.jpg,0,1,0,13.45855
D:\IMG\center_2020_09_12_16_43_12_437.jpg,D:\IMG\left_2020_09_12_16_43_12_437.jpg,D:\IMG\right_2020_09_12_16_43_12_437.jpg,0,1,0,14.25895
D:\IMG\center_2020_09_12_16_43_12_504.jpg,D:\IMG\left_2020_09_12_16_43_12_504.jpg,D:\IMG\right_2020_09_12_16_43_12_504.jpg,0,1,0,14.60483
D:\IMG\center_2020_09_12_16_43_12_575.jpg,D:\IMG\left_2020_09_12_16_43_12_575.jpg,D:\IMG\right_2020_09_12_16_43_12_575.jpg,0,1,0,15.48235
D:\IMG\center_2020_09_12_16_43_12_648.jpg,D:\IMG\left_2020_09_12_16_43_12_648.jpg,D:\IMG\right_2020_09_12_16_43_12_648.jpg,0,1,0,16.34613
D:\IMG\center_2020_09_12_16_43_12_722.jpg,D:\IMG\left_2020_09_12_16_43_12_722.jpg,D:\IMG\right_2020_09_12_16_43_12_722.jpg,0,1,0,17.2158
D:\IMG\center_2020_09_12_16_43_12_796.jpg,D:\IMG\left_2020_09_12_16_43_12_796.jpg,D:\IMG\right_2020_09_12_16_43_12_796.jpg,0,1,0,18.03452
D:\IMG\center_2020_09_12_16_43_12_871.jpg,D:\IMG\left_2020_09_12_16_43_12_871.jpg,D:\IMG\right_2020_09_12_16_43_12_871.jpg,0,1,0,18.84569
D:\IMG\center_2020_09_12_16_43_12_946.jpg,D:\IMG\left_2020_09_12_16_43_12_946.jpg,D:\IMG\right_2020_09_12_16_43_12_946.jpg,0,1,0,19.31469
D:\IMG\center_2020_09_12_16_43_13_024.jpg,D:\IMG\left_2020_09_12_16_43_13_024.jpg,D:\IMG\right_2020_09_12_16_43_13_024.jpg,0,1,0,20.14288
D:\IMG\center_2020_09_12_16_43_13_102.jpg,D:\IMG\left_2020_09_12_16_43_13_102.jpg,D:\IMG\right_2020_09_12_16_43_13_102.jpg,0,1,0,20.96392
D:\IMG\center_2020_09_12_16_43_13_173.jpg,D:\IMG\left_2020_09_12_16_43_13_173.jpg,D:\IMG\right_2020_09_12_16_43_13_173.jpg,0,1,0,21.77737
D:\IMG\center_2020_09_12_16_43_13_246.jpg,D:\IMG\left_2020_09_12_16_43_13_246.jpg,D:\IMG\right_2020_09_12_16_43_13_246.jpg,0,1,0,22.41518
D:\IMG\center_2020_09_12_16_43_13_318.jpg,D:\IMG\left_2020_09_12_16_43_13_318.jpg,D:\IMG\right_2020_09_12_16_43_13_318.jpg,0,1,0,23.19382
D:\IMG\center_2020_09_12_16_43_13_385.jpg,D:\IMG\left_2020_09_12_16_43_13_385.jpg,D:\IMG\right_2020_09_12_16_43_13_385.jpg,0,1,0,23.76858
D:\IMG\center_2020_09_12_16_43_13_454.jpg,D:\IMG\left_2020_09_12_16_43_13_454.jpg,D:\IMG\right_2020_09_12_16_43_13_454.jpg,0,1,0,24.54738
D:\IMG\center_2020_09_12_16_43_13_525.jpg,D:\IMG\left_2020_09_12_16_43_13_525.jpg,D:\IMG\right_2020_09_12_16_43_13_525.jpg,0,1,0,25.12688
D:\IMG\center_2020_09_12_16_43_13_592.jpg,D:\IMG\left_2020_09_12_16_43_13_592.jpg,D:\IMG\right_2020_09_12_16_43_13_592.jpg,0,1,0,25.89181
D:\IMG\center_2020_09_12_16_43_13_667.jpg,D:\IMG\left_2020_09_12_16_43_13_667.jpg,D:\IMG\right_2020_09_12_16_43_13_667.jpg,0,1,0,26.46159
D:\IMG\center_2020_09_12_16_43_13_746.jpg,D:\IMG\left_2020_09_12_16_43_13_746.jpg,D:\IMG\right_2020_09_12_16_43_13_746.jpg,0,1,0,27.21611
D:\IMG\center_2020_09_12_16_43_13_815.jpg,D:\IMG\left_2020_09_12_16_43_13_815.jpg,D:\IMG\right_2020_09_12_16_43_13_815.jpg,0,1,0,27.96451
D:\IMG\center_2020_09_12_16_43_13_881.jpg,D:\IMG\left_2020_09_12_16_43_13_881.jpg,D:\IMG\right_2020_09_12_16_43_13_881.jpg,0,1,0,28.52188
D:\IMG\center_2020_09_12_16_43_13_951.jpg,D:\IMG\left_2020_09_12_16_43_13_951.jpg,D:\IMG\right_2020_09_12_16_43_13_951.jpg,0,1,0,29.25972
D:\IMG\center_2020_09_12_16_43_14_018.jpg,D:\IMG\left_2020_09_12_16_43_14_018.jpg,D:\IMG\right_2020_09_12_16_43_14_018.jpg,0,1,0,29.8093
D:\IMG\center_2020_09_12_16_43_14_084.jpg,D:\IMG\left_2020_09_12_16_43_14_084.jpg,D:\IMG\right_2020_09_12_16_43_14_084.jpg,0,1,0,30.19196
D:\IMG\center_2020_09_12_16_43_14_151.jpg,D:\IMG\left_2020_09_12_16_43_14_151.jpg,D:\IMG\right_2020_09_12_16_43_14_151.jpg,0,1,0,30.19055
D:\IMG\center_2020_09_12_16_43_14_231.jpg,D:\IMG\left_2020_09_12_16_43_14_231.jpg,D:\IMG\right_2020_09_12_16_43_14_231.jpg,0,1,0,30.19025
D:\IMG\center_2020_09_12_16_43_14_298.jpg,D:\IMG\left_2020_09_12_16_43_14_298.jpg,D:\IMG\right_2020_09_12_16_43_14_298.jpg,0,1,0,30.19029
D:\IMG\center_2020_09_12_16_43_14_378.jpg,D:\IMG\left_2020_09_12_16_43_14_378.jpg,D:\IMG\right_2020_09_12_16_43_14_378.jpg,0,1,0,30.19028
D:\IMG\center_2020_09_12_16_43_14_454.jpg,D:\IMG\left_2020_09_12_16_43_14_454.jpg,D:\IMG\right_2020_09_12_16_43_14_454.jpg,0,1,0,30.19029
D:\IMG\center_2020_09_12_16_43_14_526.jpg,D:\IMG\left_2020_09_12_16_43_14_526.jpg,D:\IMG\right_2020_09_12_16_43_14_526.jpg,0,1,0,30.1903
D:\IMG\center_2020_09_12_16_43_14_597.jpg,D:\IMG\left_2020_09_12_16_43_14_597.jpg,D:\IMG\right_2020_09_12_16_43_14_597.jpg,0,1,0,30.1903
D:\IMG\center_2020_09_12_16_43_14_668.jpg,D:\IMG\left_2020_09_12_16_43_14_668.jpg,D:\IMG\right_2020_09_12_16_43_14_668.jpg,0,1,0,30.19033
D:\IMG\center_2020_09_12_16_43_14_738.jpg,D:\IMG\left_2020_09_12_16_43_14_738.jpg,D:\IMG\right_2020_09_12_16_43_14_738.jpg,-0.15,1,0,30.18426
D:\IMG\center_2020_09_12_16_43_14_811.jpg,D:\IMG\left_2020_09_12_16_43_14_811.jpg,D:\IMG\right_2020_09_12_16_43_14_811.jpg,0,1,0,30.18966
D:\IMG\center_2020_09_12_16_43_14_881.jpg,D:\IMG\left_2020_09_12_16_43_14_881.jpg,D:\IMG\right_2020_09_12_16_43_14_881.jpg,0,1,0,30.19022
D:\IMG\center_2020_09_12_16_43_14_953.jpg,D:\IMG\left_2020_09_12_16_43_14_953.jpg,D:\IMG\right_2020_09_12_16_43_14_953.jpg,0,1,0,30.19028
D:\IMG\center_2020_09_12_16_43_15_023.jpg,D:\IMG\left_2020_09_12_16_43_15_023.jpg,D:\IMG\right_2020_09_12_16_43_15_023.jpg,0,1,0,30.19027
D:\IMG\center_2020_09_12_16_43_15_095.jpg,D:\IMG\left_2020_09_12_16_43_15_095.jpg,D:\IMG\right_2020_09_12_16_43_15_095.jpg,0,1,0,30.19031
D:\IMG\center_2020_09_12_16_43_15_166.jpg,D:\IMG\left_2020_09_12_16_43_15_166.jpg,D:\IMG\right_2020_09_12_16_43_15_166.jpg,-0.1,1,0,30.18781
D:\IMG\center_2020_09_12_16_43_15_238.jpg,D:\IMG\left_2020_09_12_16_43_15_238.jpg,D:\IMG\right_2020_09_12_16_43_15_238.jpg,0,1,0,30.18587
D:\IMG\center_2020_09_12_16_43_15_310.jpg,D:\IMG\left_2020_09_12_16_43_15_310.jpg,D:\IMG\right_2020_09_12_16_43_15_310.jpg,0,1,0,30.18998
D:\IMG\center_2020_09_12_16_43_15_379.jpg,D:\IMG\left_2020_09_12_16_43_15_379.jpg,D:\IMG\right_2020_09_12_16_43_15_379.jpg,0,1,0,30.19021
D:\IMG\center_2020_09_12_16_43_15_449.jpg,D:\IMG\left_2020_09_12_16_43_15_449.jpg,D:\IMG\right_2020_09_12_16_43_15_449.jpg,-0.15,1,0,30.18518
D:\IMG\center_2020_09_12_16_43_15_517.jpg,D:\IMG\left_2020_09_12_16_43_15_517.jpg,D:\IMG\right_2020_09_12_16_43_15_517.jpg,0,1,0,30.19073
D:\IMG\center_2020_09_12_16_43_15_589.jpg,D:\IMG\left_2020_09_12_16_43_15_589.jpg,D:\IMG\right_2020_09_12_16_43_15_589.jpg,0,1,0,30.19023
D:\IMG\center_2020_09_12_16_43_15_658.jpg,D:\IMG\left_2020_09_12_16_43_15_658.jpg,D:\IMG\right_2020_09_12_16_43_15_658.jpg,0,1,0,30.19025
D:\IMG\center_2020_09_12_16_43_15_725.jpg,D:\IMG\left_2020_09_12_16_43_15_725.jpg,D:\IMG\right_2020_09_12_16_43_15_725.jpg,0,1,0,30.19029
D:\IMG\center_2020_09_12_16_43_15_794.jpg,D:\IMG\left_2020_09_12_16_43_15_794.jpg,D:\IMG\right_2020_09_12_16_43_15_794.jpg,0,1,0,30.19032
D:\IMG\center_2020_09_12_16_43_15_864.jpg,D:\IMG\left_2020_09_12_16_43_15_864.jpg,D:\IMG\right_2020_09_12_16_43_15_864.jpg,-0.1,1,0,30.18785
D:\IMG\center_2020_09_12_16_43_15_936.jpg,D:\IMG\left_2020_09_12_16_43_15_936.jpg,D:\IMG\right_2020_09_12_16_43_15_936.jpg,0,1,0,30.18609
D:\IMG\center_2020_09_12_16_43_16_006.jpg,D:\IMG\left_2020_09_12_16_43_16_006.jpg,D:\IMG\right_2020_09_12_16_43_16_006.jpg,0,1,0,30.19017
D:\IMG\center_2020_09_12_16_43_16_075.jpg,D:\IMG\left_2020_09_12_16_43_16_075.jpg,D:\IMG\right_2020_09_12_16_43_16_075.jpg,0,1,0,30.19028
D:\IMG\center_2020_09_12_16_43_16_144.jpg,D:\IMG\left_2020_09_12_16_43_16_144.jpg,D:\IMG\right_2020_09_12_16_43_16_144.jpg,0,1,0,30.19031
D:\IMG\center_2020_09_12_16_43_16_213.jpg,D:\IMG\left_2020_09_12_16_43_16_213.jpg,D:\IMG\right_2020_09_12_16_43_16_213.jpg,0,1,0,30.19031
D:\IMG\center_2020_09_12_16_43_16_283.jpg,D:\IMG\left_2020_09_12_16_43_16_283.jpg,D:\IMG\right_2020_09_12_16_43_16_283.jpg,0,1,0,30.1903
D:\IMG\center_2020_09_12_16_43_16_354.jpg,D:\IMG\left_2020_09_12_16_43_16_354.jpg,D:\IMG\right_2020_09_12_16_43_16_354.jpg,0,1,0,30.19024
D:\IMG\center_2020_09_12_16_43_16_422.jpg,D:\IMG\left_2020_09_12_16_43_16_422.jpg,D:\IMG\right_2020_09_12_16_43_16_422.jpg,0,1,0,30.19033
D:\IMG\center_2020_09_12_16_43_16_492.jpg,D:\IMG\left_2020_09_12_16_43_16_492.jpg,D:\IMG\right_2020_09_12_16_43_16_492.jpg,0,1,0,30.19031
D:\IMG\center_2020_09_12_16_43_16_561.jpg,D:\IMG\left_2020_09_12_16_43_16_561.jpg,D:\IMG\right_2020_09_12_16_43_16_561.jpg,0,1,0,30.19023
D:\IMG\center_2020_09_12_16_43_16_633.jpg,D:\IMG\left_2020_09_12_16_43_16_633.jpg,D:\IMG\right_2020_09_12_16_43_16_633.jpg,-0.2,1,0,30.17983
D:\IMG\center_2020_09_12_16_43_16_703.jpg,D:\IMG\left_2020_09_12_16_43_16_703.jpg,D:\IMG\right_2020_09_12_16_43_16_703.jpg,0,1,0,30.18969
D:\IMG\center_2020_09_12_16_43_16_773.jpg,D:\IMG\left_2020_09_12_16_43_16_773.jpg,D:\IMG\right_2020_09_12_16_43_16_773.jpg,0,1,0,30.19022
D:\IMG\center_2020_09_12_16_43_16_843.jpg,D:\IMG\left_2020_09_12_16_43_16_843.jpg,D:\IMG\right_2020_09_12_16_43_16_843.jpg,0,1,0,30.19031
D:\IMG\center_2020_09_12_16_43_16_914.jpg,D:\IMG\left_2020_09_12_16_43_16_914.jpg,D:\IMG\right_2020_09_12_16_43_16_914.jpg,0,1,0,30.1903
D:\IMG\center_2020_09_12_16_43_16_984.jpg,D:\IMG\left_2020_09_12_16_43_16_984.jpg,D:\IMG\right_2020_09_12_16_43_16_984.jpg,-0.15,1,0,30.18454
D:\IMG\center_2020_09_12_16_43_17_057.jpg,D:\IMG\left_2020_09_12_16_43_17_057.jpg,D:\IMG\right_2020_09_12_16_43_17_057.jpg,0,1,0,30.19095
D:\IMG\center_2020_09_12_16_43_17_125.jpg,D:\IMG\left_2020_09_12_16_43_17_125.jpg,D:\IMG\right_2020_09_12_16_43_17_125.jpg,0,1,0,30.19
D:\IMG\center_2020_09_12_16_43_17_194.jpg,D:\IMG\left_2020_09_12_16_43_17_194.jpg,D:\IMG\right_2020_09_12_16_43_17_194.jpg,0,1,0,30.19025
D:\IMG\center_2020_09_12_16_43_17_266.jpg,D:\IMG\left_2020_09_12_16_43_17_266.jpg,D:\IMG\right_2020_09_12_16_43_17_266.jpg,-0.15,1,0,30.18525
D:\IMG\center_2020_09_12_16_43_17_338.jpg,D:\IMG\left_2020_09_12_16_43_17_338.jpg,D:\IMG\right_2020_09_12_16_43_17_338.jpg,0,1,0,30.1907
D:\IMG\center_2020_09_12_16_43_17_411.jpg,D:\IMG\left_2020_09_12_16_43_17_411.jpg,D:\IMG\right_2020_09_12_16_43_17_411.jpg,0,1,0,30.19013
D:\IMG\center_2020_09_12_16_43_17_481.jpg,D:\IMG\left_2020_09_12_16_43_17_481.jpg,D:\IMG\right_2020_09_12_16_43_17_481.jpg,0,1,0,30.19027
D:\IMG\center_2020_09_12_16_43_17_556.jpg,D:\IMG\left_2020_09_12_16_43_17_556.jpg,D:\IMG\right_2020_09_12_16_43_17_556.jpg,0,1,0,30.19029
D:\IMG\center_2020_09_12_16_43_17_629.jpg,D:\IMG\left_2020_09_12_16_43_17_629.jpg,D:\IMG\right_2020_09_12_16_43_17_629.jpg,0,1,0,30.19032
D:\IMG\center_2020_09_12_16_43_17_700.jpg,D:\IMG\left_2020_09_12_16_43_17_700.jpg,D:\IMG\right_2020_09_12_16_43_17_700.jpg,0,1,0,30.19031
D:\IMG\center_2020_09_12_16_43_17_774.jpg,D:\IMG\left_2020_09_12_16_43_17_774.jpg,D:\IMG\right_2020_09_12_16_43_17_774.jpg,0,1,0,30.19018
D:\IMG\center_2020_09_12_16_43_17_843.jpg,D:\IMG\left_2020_09_12_16_43_17_843.jpg,D:\IMG\right_2020_09_12_16_43_17_843.jpg,0,1,0,30.19031
D:\IMG\center_2020_09_12_16_43_17_912.jpg,D:\IMG\left_2020_09_12_16_43_17_912.jpg,D:\IMG\right_2020_09_12_16_43_17_912.jpg,0,1,0,30.19032
D:\IMG\center_2020_09_12_16_43_17_981.jpg,D:\IMG\left_2020_09_12_16_43_17_981.jpg,D:\IMG\right_2020_09_12_16_43_17_981.jpg,0,1,0,30.19034
D:\IMG\center_2020_09_12_16_43_18_050.jpg,D:\IMG\left_2020_09_12_16_43_18_050.jpg,D:\IMG\right_2020_09_12_16_43_18_050.jpg,0,1,0,30.19034
D:\IMG\center_2020_09_12_16_43_18_119.jpg,D:\IMG\left_2020_09_12_16_43_18_119.jpg,D:\IMG\right_2020_09_12_16_43_18_119.jpg,0,1,0,30.19029
D:\IMG\center_2020_09_12_16_43_18_189.jpg,D:\IMG\left_2020_09_12_16_43_18_189.jpg,D:\IMG\right_2020_09_12_16_43_18_189.jpg,0,1,0,30.19032
D:\IMG\center_2020_09_12_16_43_18_258.jpg,D:\IMG\left_2020_09_12_16_43_18_258.jpg,D:\IMG\right_2020_09_12_16_43_18_258.jpg,0,1,0,30.19031
D:\IMG\center_2020_09_12_16_43_18_331.jpg,D:\IMG\left_2020_09_12_16_43_18_331.jpg,D:\IMG\right_2020_09_12_16_43_18_331.jpg,0,1,0,30.19029
D:\IMG\center_2020_09_12_16_43_18_404.jpg,D:\IMG\left_2020_09_12_16_43_18_404.jpg,D:\IMG\right_2020_09_12_16_43_18_404.jpg,-0.1,1,0,30.18764
D:\IMG\center_2020_09_12_16_43_18_478.jpg,D:\IMG\left_2020_09_12_16_43_18_478.jpg,D:\IMG\right_2020_09_12_16_43_18_478.jpg,0,1,0,30.18592
D:\IMG\center_2020_09_12_16_43_18_552.jpg,D:\IMG\left_2020_09_12_16_43_18_552.jpg,D:\IMG\right_2020_09_12_16_43_18_552.jpg,0,1,0,30.18998
D:\IMG\center_2020_09_12_16_43_18_624.jpg,D:\IMG\left_2020_09_12_16_43_18_624.jpg,D:\IMG\right_2020_09_12_16_43_18_624.jpg,0,1,0,30.19018
D:\IMG\center_2020_09_12_16_43_18_699.jpg,D:\IMG\left_2020_09_12_16_43_18_699.jpg,D:\IMG\right_2020_09_12_16_43_18_699.jpg,0,1,0,30.19031
D:\IMG\center_2020_09_12_16_43_18_773.jpg,D:\IMG\left_2020_09_12_16_43_18_773.jpg,D:\IMG\right_2020_09_12_16_43_18_773.jpg,0,1,0,30.19029
D:\IMG\center_2020_09_12_16_43_18_847.jpg,D:\IMG\left_2020_09_12_16_43_18_847.jpg,D:\IMG\right_2020_09_12_16_43_18_847.jpg,-0.1,1,0,30.1879
D:\IMG\center_2020_09_12_16_43_18_922.jpg,D:\IMG\left_2020_09_12_16_43_18_922.jpg,D:\IMG\right_2020_09_12_16_43_18_922.jpg,-0.3,1,0,30.16998
D:\IMG\center_2020_09_12_16_43_18_995.jpg,D:\IMG\left_2020_09_12_16_43_18_995.jpg,D:\IMG\right_2020_09_12_16_43_18_995.jpg,0,1,0,30.18989
D:\IMG\center_2020_09_12_16_43_19_069.jpg,D:\IMG\left_2020_09_12_16_43_19_069.jpg,D:\IMG\right_2020_09_12_16_43_19_069.jpg,0,1,0,30.19021
D:\IMG\center_2020_09_12_16_43_19_143.jpg,D:\IMG\left_2020_09_12_16_43_19_143.jpg,D:\IMG\right_2020_09_12_16_43_19_143.jpg,0,1,0,30.1905
D:\IMG\center_2020_09_12_16_43_19_217.jpg,D:\IMG\left_2020_09_12_16_43_19_217.jpg,D:\IMG\right_2020_09_12_16_43_19_217.jpg,0,1,0,30.1903
D:\IMG\center_2020_09_12_16_43_19_289.jpg,D:\IMG\left_2020_09_12_16_43_19_289.jpg,D:\IMG\right_2020_09_12_16_43_19_289.jpg,0,1,0,30.19024
D:\IMG\center_2020_09_12_16_43_19_361.jpg,D:\IMG\left_2020_09_12_16_43_19_361.jpg,D:\IMG\right_2020_09_12_16_43_19_361.jpg,0,1,0,30.19032
D:\IMG\center_2020_09_12_16_43_19_432.jpg,D:\IMG\left_2020_09_12_16_43_19_432.jpg,D:\IMG\right_2020_09_12_16_43_19_432.jpg,0,1,0,30.1903
D:\IMG\center_2020_09_12_16_43_19_499.jpg,D:\IMG\left_2020_09_12_16_43_19_499.jpg,D:\IMG\right_2020_09_12_16_43_19_499.jpg,0,1,0,30.19031
D:\IMG\center_2020_09_12_16_43_19_569.jpg,D:\IMG\left_2020_09_12_16_43_19_569.jpg,D:\IMG\right_2020_09_12_16_43_19_569.jpg,0,1,0,30.19034
D:\IMG\center_2020_09_12_16_43_19_641.jpg,D:\IMG\left_2020_09_12_16_43_19_641.jpg,D:\IMG\right_2020_09_12_16_43_19_641.jpg,-0.15,1,0,30.18422
D:\IMG\center_2020_09_12_16_43_19_709.jpg,D:\IMG\left_2020_09_12_16_43_19_709.jpg,D:\IMG\right_2020_09_12_16_43_19_709.jpg,0,1,0,30.18968
D:\IMG\center_2020_09_12_16_43_19_777.jpg,D:\IMG\left_2020_09_12_16_43_19_777.jpg,D:\IMG\right_2020_09_12_16_43_19_777.jpg,0,1,0,30.19025
D:\IMG\center_2020_09_12_16_43_19_855.jpg,D:\IMG\left_2020_09_12_16_43_19_855.jpg,D:\IMG\right_2020_09_12_16_43_19_855.jpg,0,1,0,30.19028
D:\IMG\center_2020_09_12_16_43_19_922.jpg,D:\IMG\left_2020_09_12_16_43_19_922.jpg,D:\IMG\right_2020_09_12_16_43_19_922.jpg,0,1,0,30.19028
D:\IMG\center_2020_09_12_16_43_19_990.jpg,D:\IMG\left_2020_09_12_16_43_19_990.jpg,D:\IMG\right_2020_09_12_16_43_19_990.jpg,-0.1,1,0,30.18773
D:\IMG\center_2020_09_12_16_43_20_062.jpg,D:\IMG\left_2020_09_12_16_43_20_062.jpg,D:\IMG\right_2020_09_12_16_43_20_062.jpg,-0.25,1,0,30.17506
D:\IMG\center_2020_09_12_16_43_20_140.jpg,D:\IMG\left_2020_09_12_16_43_20_140.jpg,D:\IMG\right_2020_09_12_16_43_20_140.jpg,0,1,0,30.18882
D:\IMG\center_2020_09_12_16_43_20_217.jpg,D:\IMG\left_2020_09_12_16_43_20_217.jpg,D:\IMG\right_2020_09_12_16_43_20_217.jpg,0,1,0,30.18984
D:\IMG\center_2020_09_12_16_43_20_283.jpg,D:\IMG\left_2020_09_12_16_43_20_283.jpg,D:\IMG\right_2020_09_12_16_43_20_283.jpg,0,1,0,30.1902
D:\IMG\center_2020_09_12_16_43_20_351.jpg,D:\IMG\left_2020_09_12_16_43_20_351.jpg,D:\IMG\right_2020_09_12_16_43_20_351.jpg,-0.2,1,0,30.18111
D:\IMG\center_2020_09_12_16_43_20_419.jpg,D:\IMG\left_2020_09_12_16_43_20_419.jpg,D:\IMG\right_2020_09_12_16_43_20_419.jpg,0,1,0,30.19068
D:\IMG\center_2020_09_12_16_43_20_496.jpg,D:\IMG\left_2020_09_12_16_43_20_496.jpg,D:\IMG\right_2020_09_12_16_43_20_496.jpg,0,1,0,30.19013
D:\IMG\center_2020_09_12_16_43_20_571.jpg,D:\IMG\left_2020_09_12_16_43_20_571.jpg,D:\IMG\right_2020_09_12_16_43_20_571.jpg,0,1,0,30.19028
D:\IMG\center_2020_09_12_16_43_20_646.jpg,D:\IMG\left_2020_09_12_16_43_20_646.jpg,D:\IMG\right_2020_09_12_16_43_20_646.jpg,0,1,0,30.1903
D:\IMG\center_2020_09_12_16_43_20_716.jpg,D:\IMG\left_2020_09_12_16_43_20_716.jpg,D:\IMG\right_2020_09_12_16_43_20_716.jpg,0,1,0,30.19031
D:\IMG\center_2020_09_12_16_43_20_791.jpg,D:\IMG\left_2020_09_12_16_43_20_791.jpg,D:\IMG\right_2020_09_12_16_43_20_791.jpg,0,1,0,30.19027
D:\IMG\center_2020_09_12_16_43_20_866.jpg,D:\IMG\left_2020_09_12_16_43_20_866.jpg,D:\IMG\right_2020_09_12_16_43_20_866.jpg,-0.1,1,0,30.18774
D:\IMG\center_2020_09_12_16_43_20_934.jpg,D:\IMG\left_2020_09_12_16_43_20_934.jpg,D:\IMG\right_2020_09_12_16_43_20_934.jpg,0,1,0,30.18603
D:\IMG\center_2020_09_12_16_43_21_009.jpg,D:\IMG\left_2020_09_12_16_43_21_009.jpg,D:\IMG\right_2020_09_12_16_43_21_009.jpg,0,1,0,30.18999
